CustomerID,Count,Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents
449,1,Male,30,No,Yes,No,4
450,1,Male,18,Yes,No,No,1
451,1,Female,55,No,Yes,No,2
452,1,Female,49,Yes,Yes,Yes,0
453,1,Female,57,No,Yes,No,4
454,1,Female,62,No,Yes,Yes,4
455,1,Female,58,No,Yes,No,0
456,1,Female,62,No,Yes,No,4
457,1,Male,51,No,Yes,No,3
458,1,Male,36,Yes,No,Yes,3
459,1,Male,71,No,Yes,No,4
460,1,Male,45,No,No,Yes,3
461,1,Female,54,No,Yes,Yes,0
462,1,Male,42,No,Yes,No,2
463,1,Male,75,No,Yes,No,2
464,1,Female,23,No,Yes,Yes,3
465,1,Male,41,No,No,No,1
466,1,Female,24,No,Yes,Yes,4
467,1,Male,36,No,Yes,Yes,4
468,1,Male,50,Yes,Yes,No,4
469,1,Male,36,No,Yes,Yes,3
470,1,Female,24,No,No,Yes,1
471,1,Male,64,No,No,No,1
472,1,Female,56,No,Yes,No,2
473,1,Female,77,No,Yes,No,4
474,1,Male,58,No,Yes,No,0
475,1,Female,50,No,Yes,No,2
476,1,Male,79,No,Yes,No,2
477,1,Female,77,Yes,No,No,2
478,1,Female,72,No,Yes,Yes,2
479,1,Male,45,Yes,No,Yes,0
480,1,Female,49,Yes,No,Yes,0
481,1,Female,72,No,Yes,Yes,3
482,1,Male,72,No,No,Yes,4
483,1,Female,66,No,Yes,Yes,3
484,1,Male,42,Yes,No,No,1
485,1,Male,79,No,No,No,4
486,1,Male,73,No,No,No,1
487,1,Female,41,No,Yes,No,3
488,1,Female,70,No,No,Yes,0
489,1,Female,77,No,No,No,4
490,1,Male,56,No,No,Yes,1
491,1,Female,31,Yes,No,Yes,4
492,1,Male,50,No,Yes,No,4
493,1,Female,19,Yes,Yes,No,3
494,1,Male,21,No,No,No,3
495,1,Male,75,No,No,Yes,3
496,1,Female,63,No,Yes,No,3
497,1,Female,45,Yes,Yes,Yes,2
498,1,Male,26,No,Yes,Yes,3
499,1,Male,38,No,No,Yes,2
500,1,Female,49,No,Yes,Yes,1
501,1,Male,54,Yes,Yes,No,1
502,1,Female,67,No,Yes,No,1
503,1,Male,75,No,No,Yes,3
504,1,Male,78,No,No,Yes,0
505,1,Male,63,No,Yes,No,3
506,1,Male,76,No,Yes,Yes,4
507,1,Male,72,No,No,No,0
508,1,Female,58,No,Yes,No,0
509,1,Female,21,No,No,No,3
510,1,Female,46,No,Yes,Yes,3
511,1,Female,63,No,No,Yes,0
512,1,Male,39,Yes,No,No,2
513,1,Female,46,No,No,No,0
514,1,Female,62,No,No,Yes,2
515,1,Male,45,No,Yes,Yes,2
516,1,Female,20,No,No,Yes,3
517,1,Male,64,No,Yes,Yes,3
518,1,Male,43,Yes,Yes,No,3
519,1,Male,51,No,Yes,No,0
520,1,Male,55,No,No,No,0
521,1,Female,63,No,Yes,Yes,3
522,1,Female,24,Yes,No,Yes,0
523,1,Male,52,No,Yes,Yes,3
524,1,Female,53,No,No,No,1
525,1,Female,60,No,Yes,Yes,0
526,1,Male,51,No,No,No,3
527,1,Male,75,No,Yes,Yes,2
528,1,Female,18,No,No,No,2
529,1,Male,71,No,No,No,3
530,1,Female,43,No,Yes,Yes,1
531,1,Female,50,Yes,Yes,Yes,1
532,1,Female,43,No,Yes,Yes,2
533,1,Female,30,No,No,Yes,2
534,1,Female,37,Yes,No,No,4
535,1,Male,25,No,Yes,No,3
536,1,Female,72,No,Yes,No,3
537,1,Male,18,Yes,Yes,No,2
538,1,Male,54,No,Yes,No,0
539,1,Male,79,Yes,No,Yes,0
540,1,Female,75,No,No,Yes,3
541,1,Female,70,No,No,Yes,2
542,1,Male,35,Yes,Yes,No,4
543,1,Female,59,No,No,No,0
544,1,Female,75,No,Yes,Yes,1
545,1,Female,41,No,Yes,Yes,1
546,1,Female,34,No,No,No,1
547,1,Male,26,No,Yes,No,2
548,1,Male,19,No,Yes,Yes,3
549,1,Female,33,No,No,Yes,0
550,1,Female,28,No,No,No,1
551,1,Male,18,Yes,Yes,No,2
552,1,Male,43,No,Yes,No,0
553,1,Female,23,Yes,Yes,No,1
554,1,Male,69,No,No,No,0
555,1,Female,30,No,Yes,Yes,4
556,1,Female,69,No,Yes,No,2
557,1,Female,34,Yes,No,No,0
558,1,Male,40,No,No,Yes,0
559,1,Female,59,No,No,Yes,2
560,1,Female,19,No,No,Yes,2
561,1,Female,48,No,Yes,Yes,0
562,1,Male,56,No,Yes,No,3
563,1,Female,53,No,No,No,3
564,1,Female,30,No,No,Yes,1
565,1,Female,64,No,No,Yes,4
566,1,Male,34,No,Yes,No,4
567,1,Male,45,No,Yes,No,4
568,1,Male,21,No,No,No,3
569,1,Female,37,No,Yes,Yes,3
570,1,Female,41,No,No,No,2
571,1,Female,62,No,Yes,No,0
572,1,Female,45,No,No,Yes,0
573,1,Female,28,Yes,No,Yes,2
574,1,Male,30,No,No,Yes,4
575,1,Female,32,No,Yes,Yes,2
576,1,Male,66,Yes,Yes,Yes,0
577,1,Male,39,Yes,Yes,Yes,4
578,1,Female,36,No,No,Yes,0
579,1,Female,36,Yes,Yes,No,1
580,1,Female,37,No,No,Yes,3
581,1,Male,79,No,Yes,Yes,1
582,1,Male,67,No,Yes,No,3
583,1,Male,24,No,Yes,Yes,2
584,1,Male,59,No,No,Yes,0
585,1,Female,64,No,Yes,No,2
586,1,Male,52,No,Yes,Yes,1
587,1,Female,46,No,No,No,0
588,1,Male,36,Yes,No,No,3
589,1,Male,56,No,No,No,4
590,1,Female,34,No,No,No,2
591,1,Female,68,No,Yes,No,1
592,1,Female,58,No,Yes,Yes,2
593,1,Female,48,Yes,Yes,Yes,2
594,1,Female,47,Yes,No,Yes,4
595,1,Female,22,Yes,Yes,No,0
596,1,Male,58,No,No,No,4
597,1,Male,65,No,Yes,Yes,2
598,1,Male,49,Yes,No,No,0
599,1,Male,36,No,No,Yes,3
600,1,Male,49,Yes,No,Yes,3
601,1,Male,46,No,Yes,Yes,4
602,1,Female,39,Yes,No,Yes,4
603,1,Female,21,No,No,No,0
604,1,Male,36,Yes,Yes,No,4
605,1,Male,54,No,No,Yes,0
606,1,Male,63,No,Yes,Yes,0
607,1,Male,76,No,Yes,Yes,3
608,1,Female,63,No,No,Yes,0
609,1,Male,55,No,Yes,Yes,2
610,1,Male,27,No,No,Yes,4
611,1,Male,38,No,No,No,0
612,1,Male,39,No,Yes,Yes,0
613,1,Female,19,Yes,No,No,0
614,1,Female,66,Yes,Yes,Yes,4
615,1,Female,52,No,No,Yes,0
616,1,Female,78,Yes,Yes,No,3
617,1,Male,32,No,No,No,2
618,1,Male,51,No,Yes,No,1
619,1,Male,65,No,Yes,No,4
620,1,Male,35,No,No,Yes,2
621,1,Male,54,No,Yes,No,2
622,1,Male,50,No,No,Yes,0
623,1,Male,54,No,Yes,Yes,0
624,1,Male,72,No,Yes,Yes,2
625,1,Male,34,Yes,No,No,4
626,1,Female,34,Yes,No,Yes,3
627,1,Female,36,No,Yes,Yes,1
628,1,Male,22,No,Yes,Yes,4
629,1,Male,75,No,Yes,No,1
630,1,Female,46,No,Yes,Yes,0
631,1,Female,63,No,Yes,Yes,2
632,1,Male,18,No,Yes,No,0
633,1,Female,42,Yes,No,No,2
634,1,Male,26,No,No,No,4
635,1,Female,61,No,Yes,No,2
636,1,Female,21,No,Yes,No,2
637,1,Male,29,No,Yes,Yes,4
638,1,Female,35,No,Yes,No,2
639,1,Female,45,No,No,No,3
640,1,Male,62,No,Yes,Yes,0
641,1,Male,76,Yes,No,No,3
642,1,Male,30,Yes,Yes,Yes,2
643,1,Female,56,No,No,No,2
644,1,Female,75,Yes,No,No,3
645,1,Male,48,Yes,Yes,Yes,3
646,1,Male,45,No,No,No,1
647,1,Female,25,Yes,Yes,Yes,2
648,1,Male,72,No,No,Yes,3
649,1,Male,21,No,Yes,Yes,4
650,1,Female,42,No,No,Yes,0
651,1,Male,57,No,No,Yes,1
652,1,Female,60,No,No,Yes,0
653,1,Female,52,No,Yes,No,0
654,1,Female,49,Yes,Yes,Yes,4
655,1,Male,52,No,No,Yes,2
656,1,Male,50,No,Yes,Yes,3
657,1,Female,65,No,No,No,2
658,1,Male,73,No,No,Yes,0
659,1,Female,65,No,No,Yes,0
660,1,Male,72,No,Yes,No,3
661,1,Male,24,No,No,Yes,1
662,1,Male,69,No,Yes,No,3
663,1,Male,56,No,Yes,Yes,0
664,1,Female,73,No,Yes,Yes,1
665,1,Male,27,No,No,Yes,2
666,1,Female,43,No,No,No,2
667,1,Female,56,No,Yes,No,1
668,1,Female,66,No,No,No,0
669,1,Female,21,No,No,Yes,3
670,1,Female,61,Yes,No,Yes,3
671,1,Female,65,No,Yes,No,2
672,1,Male,75,Yes,No,No,2
673,1,Male,53,No,Yes,Yes,4
674,1,Male,23,No,No,No,3
675,1,Male,45,No,Yes,No,3
676,1,Female,69,No,No,No,4
677,1,Female,72,No,Yes,Yes,0
678,1,Male,76,Yes,Yes,No,2
679,1,Male,70,No,Yes,No,0
680,1,Male,68,No,No,No,0
681,1,Male,49,No,No,No,0
682,1,Female,34,No,No,Yes,3
683,1,Female,27,Yes,Yes,Yes,2
684,1,Male,78,No,Yes,Yes,4
685,1,Female,49,No,Yes,Yes,4
686,1,Male,75,No,No,No,4
687,1,Male,29,No,No,Yes,0
688,1,Female,71,No,Yes,No,2
689,1,Male,56,No,Yes,Yes,0
690,1,Female,67,Yes,Yes,No,3
691,1,Female,67,No,No,Yes,1
692,1,Female,68,No,No,Yes,1
693,1,Male,50,No,No,Yes,0
694,1,Male,43,Yes,Yes,No,2
695,1,Male,57,No,Yes,Yes,2
696,1,Female,45,No,No,No,4
697,1,Female,51,No,No,No,4
698,1,Female,63,Yes,Yes,Yes,4
699,1,Male,28,No,Yes,Yes,3
700,1,Male,30,No,No,Yes,3
701,1,Female,54,No,No,No,0
702,1,Female,38,No,Yes,Yes,2
703,1,Female,45,No,Yes,No,2
704,1,Female,52,No,No,No,2
705,1,Female,53,Yes,No,Yes,1
706,1,Male,37,No,Yes,Yes,0
707,1,Male,20,No,No,Yes,3
708,1,Female,56,No,No,Yes,2
709,1,Male,34,No,No,No,1
710,1,Male,53,No,Yes,Yes,4
711,1,Female,68,No,No,Yes,0
712,1,Male,69,No,No,No,3
713,1,Male,42,No,Yes,Yes,4
714,1,Male,31,No,No,Yes,0
715,1,Female,78,No,Yes,No,2
716,1,Male,27,No,No,Yes,3
